P000001369,000000000000000225,2,3
P000001784,000000000000000226,5,3
P000001759,000000000000000227,1,3
P000001753,000000000000000228,2,4
P000000566,000000000000000229,6,5
P000001508,000000000000000229,2,5
P000001142,000000000000000230,2,5
P000000266,000000000000000230,5,5
P000000106,000000000000000231,2,5
P000000903,000000000000000232,1,5
P000000921,000000000000000233,2,4
P000000441,000000000000000234,1,5
P000001775,000000000000000234,1,5
P000000798,000000000000000234,4,5
P000001805,000000000000000235,1,2
P000001478,000000000000000236,1,3
P000000644,000000000000000237,1,4
P000000949,000000000000000238,1,3
P000001279,000000000000000238,1,3
P000000039,000000000000000239,4,5
P000001126,000000000000000239,1,5
P000000824,000000000000000240,1,5
P000000325,000000000000000240,2,5
P000000543,000000000000000241,6,3
P000000914,000000000000000242,1,1
P000001441,000000000000000243,1,3
P000001730,000000000000000243,1,3
P000000858,000000000000000243,2,3
P000001259,000000000000000243,1,3
P000000095,000000000000000244,1,4
P000001762,000000000000000245,2,2
P000001816,000000000000000245,1,2
P000000399,000000000000000246,2,5
P000001678,000000000000000246,1,5
P000001255,000000000000000247,2,2
P000001158,000000000000000247,4,2
P000001220,000000000000000247,2,2
P000000199,000000000000000248,1,2
P000001411,000000000000000248,2,2
P000000669,000000000000000249,2,4
P000000398,000000000000000250,2,1
P000000259,000000000000000251,2,1
P000000067,000000000000000252,1,1
P000000851,000000000000000253,2,5
P000001764,000000000000000253,1,5
P000000266,000000000000000254,2,4
P000000468,000000000000000254,1,4
P000001010,000000000000000254,1,4
P000000006,000000000000000255,2,5
P000000411,000000000000000256,2,1
P000001146,000000000000000257,2,3
P000000910,000000000000000258,1,5
P000000654,000000000000000259,2,2
P000000067,000000000000000260,2,1
P000000286,000000000000000261,1,5
P000001464,000000000000000261,3,5
P000001184,000000000000000261,6,5
P000000276,000000000000000262,2,4
P000000022,000000000000000262,2,4
P000000957,000000000000000263,1,5
P000001480,000000000000000264,2,2
P000001596,000000000000000265,1,3
P000000286,000000000000000266,2,2
P000000551,000000000000000267,4,3
P000001584,000000000000000268,1,3
P000001566,000000000000000268,2,3
P000001781,000000000000000269,1,3
P000001013,000000000000000270,1,1
P000001347,000000000000000271,2,1
P000001004,000000000000000272,6,3
P000000010,000000000000000273,2,2
P000000963,000000000000000273,2,2
P000000500,000000000000000273,1,2
P000000934,000000000000000274,3,4
P000000997,000000000000000275,1,5
P000000663,000000000000000276,2,3
P000001580,000000000000000276,6,3
P000000828,000000000000000277,1,3
P000000962,000000000000000277,1,3
P000001363,000000000000000277,1,3
P000000820,000000000000000278,3,1
P000000335,000000000000000278,2,1
P000001126,000000000000000278,1,1
P000001437,000000000000000278,2,1
P000000498,000000000000000279,1,4
P000000884,000000000000000279,1,4
P000000161,000000000000000280,1,3
P000000513,000000000000000281,1,2
P000000375,000000000000000282,4,5
P000000224,000000000000000283,1,4
P000001851,000000000000000283,1,4
P000001430,000000000000000283,2,4
P000001717,000000000000000284,1,2
P000001188,000000000000000284,1,2
P000000530,000000000000000285,6,2
P000000136,000000000000000286,1,1
P000001400,000000000000000287,1,4
P000001345,000000000000000287,3,4
P000001304,000000000000000288,2,5
P000000505,000000000000000289,1,5
P000001221,000000000000000289,1,5
P000001610,000000000000000290,2,2
P000001601,000000000000000291,1,3
P000001290,000000000000000292,2,3
P000001373,000000000000000292,2,3
P000001321,000000000000000293,4,1
P000001639,000000000000000294,2,2
P000000693,000000000000000295,2,2
P000001088,000000000000000296,1,3
P000001147,000000000000000297,1,2
P000001554,000000000000000298,2,4
P000001001,000000000000000298,2,4
P000000523,000000000000000299,2,1
P000001667,000000000000000300,2,4
P000000801,000000000000000300,1,4
P000001293,000000000000000300,1,4
P000000731,000000000000000301,2,4
P000001417,000000000000000301,2,4
P000001327,000000000000000301,1,4
P000001226,000000000000000302,1,1
P000001656,000000000000000302,6,1
P000000204,000000000000000302,1,1
P000000583,000000000000000303,2,4
P000001048,000000000000000304,1,2
P000001180,000000000000000304,5,2
P000000946,000000000000000305,2,5
P000000906,000000000000000306,1,5
P000000569,000000000000000307,1,1
P000001856,000000000000000308,1,2
P000000669,000000000000000309,1,1
P000000421,000000000000000310,2,3
P000001740,000000000000000311,2,4
P000001682,000000000000000312,1,2
P000001050,000000000000000313,2,2
P000001053,000000000000000314,1,2
P000000310,000000000000000314,1,2
P000000740,000000000000000315,2,1
P000001399,000000000000000316,1,3
P000000988,000000000000000317,2,1
P000001268,000000000000000317,2,1
P000000835,000000000000000318,1,4
P000000729,000000000000000319,2,3
P000001131,000000000000000320,2,3
P000001364,000000000000000321,1,3
P000000006,000000000000000321,1,3
P000000707,000000000000000322,1,1
P000000794,000000000000000322,1,1
P000001093,000000000000000323,2,1
P000001136,000000000000000323,1,1
P000000410,000000000000000324,1,3
P000000703,000000000000000324,1,3
P000001612,000000000000000325,1,1
P000001474,000000000000000325,2,1
P000001679,000000000000000325,1,1
P000000309,000000000000000325,3,1
P000001311,000000000000000326,2,2
P000000999,000000000000000326,2,2
P000000725,000000000000000327,1,1
P000001487,000000000000000328,1,2
P000001732,000000000000000328,2,2
P000000528,000000000000000329,2,1
P000000022,000000000000000330,2,5
P000001126,000000000000000330,6,5
P000000387,000000000000000330,1,5
P000000248,000000000000000331,1,4
P000000972,000000000000000332,2,1
P000001598,000000000000000333,2,3
P000001284,000000000000000334,2,3
P000000317,000000000000000334,4,3
P000000492,000000000000000334,1,3
P000000539,000000000000000334,2,3
P000000244,000000000000000335,1,4
P000001110,000000000000000335,2,4
P000001298,000000000000000336,1,1
P000000281,000000000000000336,1,1
P000001461,000000000000000336,6,1
P000000647,000000000000000337,2,3
P000001063,000000000000000338,3,5
P000000983,000000000000000338,2,5
P000000935,000000000000000339,1,2
P000001588,000000000000000339,6,2
P000000638,000000000000000340,1,5
P000000072,000000000000000341,3,3
P000000566,000000000000000342,3,4
P000001256,000000000000000343,1,3
P000001423,000000000000000343,1,3
P000000120,000000000000000344,2,5
P000000967,000000000000000345,1,5
P000000576,000000000000000346,4,1
P000000445,000000000000000347,2,4
P000000899,000000000000000348,1,4
P000001101,000000000000000349,1,3
P000000142,000000000000000350,2,3
P000000542,000000000000000350,6,3
P000000477,000000000000000350,2,3
P000000356,000000000000000351,1,3
P000001498,000000000000000352,5,1
P000001820,000000000000000352,2,1
P000001254,000000000000000353,1,1
P000000757,000000000000000354,2,2
P000000190,000000000000000354,5,2
P000000977,000000000000000354,4,2
P000001213,000000000000000355,1,3
P000000901,000000000000000355,2,3
P000000378,000000000000000356,1,3
P000001571,000000000000000357,3,5
P000000722,000000000000000358,2,2
P000001214,000000000000000359,4,1
P000001708,000000000000000360,3,5
P000001030,000000000000000361,5,1
P000000506,000000000000000362,2,3
P000000287,000000000000000362,1,3
P000001566,000000000000000363,6,5
P000001649,000000000000000363,1,5
P000000503,000000000000000364,2,3
P000001157,000000000000000365,2,3
P000001176,000000000000000366,3,4
P000000337,000000000000000366,4,4
P000001821,000000000000000367,1,4
P000001410,000000000000000368,1,1
P000000117,000000000000000369,1,1
P000001051,000000000000000369,2,1
P000000795,000000000000000370,4,2
P000001257,000000000000000370,1,2
P000000228,000000000000000371,1,1
P000001300,000000000000000371,2,1
P000000177,000000000000000371,5,1
P000001110,000000000000000372,1,3
P000001681,000000000000000373,2,1
P000001485,000000000000000374,1,1
P000000963,000000000000000374,2,1
P000000170,000000000000000375,2,1
P000000017,000000000000000375,6,1
P000001343,000000000000000376,4,4
P000000066,000000000000000376,4,4
P000000960,000000000000000377,5,2
P000000913,000000000000000377,2,2
P000000032,000000000000000378,6,2
P000000549,000000000000000379,2,3
P000000473,000000000000000380,1,4
P000000469,000000000000000380,1,4
P000001035,000000000000000380,1,4
P000001537,000000000000000381,4,1
P000000276,000000000000000382,2,1
P000001049,000000000000000382,2,1
P000000648,000000000000000383,1,5
P000001501,000000000000000384,1,1
P000000653,000000000000000385,1,5
P000000829,000000000000000386,1,2
P000001645,000000000000000387,1,3
P000001148,000000000000000387,4,3
P000000981,000000000000000387,1,3
P000000648,000000000000000388,1,1
P000000227,000000000000000389,1,3
P000001802,000000000000000390,2,1
P000001729,000000000000000390,2,1
P000001342,000000000000000390,3,1
P000000281,000000000000000391,1,4
P000001356,000000000000000392,2,3
P000001771,000000000000000393,1,2
P000000209,000000000000000394,2,2
P000000876,000000000000000395,1,3
P000001316,000000000000000396,2,3
P000000144,000000000000000396,4,3
P000001350,000000000000000397,1,4
P000001820,000000000000000397,2,4
P000000495,000000000000000398,1,3
P000000495,000000000000000399,2,4
P000000245,000000000000000400,2,1
P000000498,000000000000000400,2,1
P000000167,000000000000000401,2,4
P000000072,000000000000000402,1,1
P000001724,000000000000000402,1,1
P000001771,000000000000000403,4,1
P000000061,000000000000000404,5,5
P000000328,000000000000000404,1,5
P000001206,000000000000000405,1,4
P000000599,000000000000000406,1,2
P000000341,000000000000000406,3,2
P000001071,000000000000000407,1,4
P000000751,000000000000000408,2,4
P000000906,000000000000000409,1,1
P000000335,000000000000000409,1,1
P000000265,000000000000000410,1,5
P000001535,000000000000000411,2,2
P000000087,000000000000000412,2,3
P000000008,000000000000000412,2,3
P000000633,000000000000000413,5,2
P000001704,000000000000000414,3,3
P000000624,000000000000000415,1,5
P000001024,000000000000000415,2,5
P000000830,000000000000000416,4,2
P000001576,000000000000000417,1,4
P000001453,000000000000000417,2,4
P000001030,000000000000000418,2,3
P000000082,000000000000000418,2,3
P000000434,000000000000000418,2,3
P000000750,000000000000000419,4,1
P000001455,000000000000000419,2,1
P000000451,000000000000000420,2,3
P000000135,000000000000000420,1,3
P000000580,000000000000000420,2,3
P000001844,000000000000000421,1,3
P000001712,000000000000000422,4,2
P000000348,000000000000000422,1,2
P000000194,000000000000000423,2,2
P000000310,000000000000000423,1,2
P000000923,000000000000000424,2,4
P000000299,000000000000000424,1,4
P000001477,000000000000000425,1,3
P000001732,000000000000000425,1,3
P000001550,000000000000000426,5,3
P000001681,000000000000000427,2,1
P000001527,000000000000000428,2,2
P000000637,000000000000000429,1,5
P000000119,000000000000000430,1,3
P000001572,000000000000000430,2,3
P000001361,000000000000000431,5,3
P000001447,000000000000000431,1,3
P000000764,000000000000000431,1,3
P000001275,000000000000000432,2,2
P000000281,000000000000000432,1,2
P000001795,000000000000000433,2,3
P000001738,000000000000000434,6,5
P000001705,000000000000000434,1,5
P000001348,000000000000000435,1,4
P000001505,000000000000000436,2,5
P000000902,000000000000000436,2,5
P000001590,000000000000000437,2,2
P000001093,000000000000000438,1,5
P000001518,000000000000000439,2,3
P000001644,000000000000000440,2,5
P000001627,000000000000000441,2,2
P000000070,000000000000000441,2,2
P000000936,000000000000000442,2,4
P000001572,000000000000000442,2,4
P000001340,000000000000000443,1,2
P000000053,000000000000000443,1,2
P000001139,000000000000000444,1,4
P000000413,000000000000000445,2,2
P000000503,000000000000000446,1,3
P000000631,000000000000000447,2,1
P000000067,000000000000000447,1,1
P000001099,000000000000000448,1,3
P000000332,000000000000000448,1,3
P000001761,000000000000000449,1,1
P000001167,000000000000000450,4,4
P000000739,000000000000000451,1,3
P000001649,000000000000000451,1,3
P000000487,000000000000000452,1,3
P000000201,000000000000000452,4,3
P000000965,000000000000000452,1,3
P000001732,000000000000000452,2,3
P000001393,000000000000000453,1,3
P000001415,000000000000000453,2,3
P000000175,000000000000000453,2,3
P000001056,000000000000000454,1,3
P000001014,000000000000000455,6,4
P000000794,000000000000000455,1,4
P000000025,000000000000000456,2,5
P000000661,000000000000000456,1,5
P000000338,000000000000000457,2,2
P000000590,000000000000000457,2,2
P000000169,000000000000000458,2,5
P000000667,000000000000000459,2,5
P000000105,000000000000000459,1,5
P000001174,000000000000000460,2,2
P000001039,000000000000000460,2,2
P000000569,000000000000000460,2,2
P000000541,000000000000000461,1,3
P000001219,000000000000000461,1,3
P000001307,000000000000000461,4,3
P000001037,000000000000000462,2,3
P000000793,000000000000000463,2,3
P000001273,000000000000000464,2,4
P000001820,000000000000000464,1,4
P000001500,000000000000000464,2,4
P000000736,000000000000000464,3,4
P000001372,000000000000000465,1,2
P000000188,000000000000000465,2,2
P000001671,000000000000000466,1,4
P000001789,000000000000000467,2,5
P000001444,000000000000000468,2,1
P000000665,000000000000000469,2,5
P000000792,000000000000000470,1,5
P000001083,000000000000000471,2,4
P000001674,000000000000000472,1,3
P000000130,000000000000000473,1,2
P000001125,000000000000000474,1,1
P000000916,000000000000000475,2,1
P000001494,000000000000000475,2,1
P000001193,000000000000000476,2,1
P000001102,000000000000000477,2,1
P000000827,000000000000000478,2,3
P000001211,000000000000000479,1,1
P000001485,000000000000000479,2,1
P000001336,000000000000000480,6,3
P000000180,000000000000000480,4,3
P000001256,000000000000000481,1,2
P000000983,000000000000000482,4,5
P000000746,000000000000000482,1,5
P000001408,000000000000000483,1,5
P000000198,000000000000000483,1,5
P000000832,000000000000000484,1,5
P000000520,000000000000000484,1,5
P000001579,000000000000000485,1,2
P000000849,000000000000000486,1,4
P000001256,000000000000000486,2,4
P000000444,000000000000000487,2,4
P000000770,000000000000000488,1,4
P000000718,000000000000000489,2,4
P000000298,000000000000000489,2,4
P000001317,000000000000000490,1,3
P000001421,000000000000000490,2,3
P000000003,000000000000000491,1,5
P000001189,000000000000000491,1,5
P000001767,000000000000000491,3,5
P000001020,000000000000000491,2,5
P000001664,000000000000000492,5,3
P000000559,000000000000000493,4,2
P000001418,000000000000000494,2,3
P000001261,000000000000000495,2,3
P000001318,000000000000000496,1,1
P000000265,000000000000000497,2,3
P000000562,000000000000000498,2,2
P000000326,000000000000000499,1,4
P000001216,000000000000000500,1,5
P000001329,000000000000000500,1,5
P000001631,000000000000000501,1,3
P000000823,000000000000000501,2,3
P000000426,000000000000000501,1,3
P000000622,000000000000000502,1,1
P000000829,000000000000000503,2,5
P000000886,000000000000000504,6,3
P000001726,000000000000000505,2,3
P000000964,000000000000000505,2,3
P000000201,000000000000000506,1,3
P000000272,000000000000000506,4,3
P000001791,000000000000000506,3,3
P000001360,000000000000000507,1,5
P000001530,000000000000000508,2,2
P000001577,000000000000000509,2,5
P000000849,000000000000000509,2,5
P000000115,000000000000000509,5,5
P000001185,000000000000000510,1,1
P000001731,000000000000000510,2,1
P000001477,000000000000000511,1,5
P000001666,000000000000000511,2,5
P000000923,000000000000000512,2,5
P000000539,000000000000000513,1,2
P000001423,000000000000000513,1,2
P000001481,000000000000000514,2,3
P000000331,000000000000000514,1,3
P000000050,000000000000000515,5,1
P000000566,000000000000000516,1,5
P000001630,000000000000000516,6,5
P000001363,000000000000000516,4,5
P000001311,000000000000000516,2,5
P000001296,000000000000000517,2,2
P000000761,000000000000000517,2,2
P000000933,000000000000000518,1,1
P000001153,000000000000000519,1,3
P000001826,000000000000000519,3,3
P000000850,000000000000000520,2,4
P000000702,000000000000000520,2,4
P000001742,000000000000000521,2,4
P000000576,000000000000000521,1,4
P000000757,000000000000000522,1,5
P000000153,000000000000000523,2,5
P000001641,000000000000000524,2,1
P000000809,000000000000000525,1,4
P000001305,000000000000000526,2,3
P000000730,000000000000000527,3,4
P000000335,000000000000000528,1,4
P000000031,000000000000000529,2,2
P000001356,000000000000000529,2,2
P000001465,000000000000000530,1,3
P000001242,000000000000000530,1,3
P000000252,000000000000000531,2,5
P000000563,000000000000000531,1,5
P000001703,000000000000000532,1,1
P000001572,000000000000000533,2,2
P000001049,000000000000000534,4,3
P000000272,000000000000000535,2,5
P000000326,000000000000000535,2,5
P000001042,000000000000000536,2,4
P000001698,000000000000000536,1,4
P000000968,000000000000000537,1,1
P000000200,000000000000000537,6,1
P000000810,000000000000000538,2,1
P000001850,000000000000000539,2,5
P000000434,000000000000000539,3,5
P000000386,000000000000000539,2,5
P000000527,000000000000000540,2,3
P000001227,000000000000000541,1,1
P000000607,000000000000000541,4,1
P000000492,000000000000000542,2,4
P000001686,000000000000000542,4,4
P000001802,000000000000000542,6,4
P000000313,000000000000000543,1,3
P000001072,000000000000000543,2,3
P000000616,000000000000000544,1,1
P000000139,000000000000000544,2,1
P000000125,000000000000000545,1,2
P000000737,000000000000000546,2,1
P000001548,000000000000000547,2,1
P000000639,000000000000000547,2,1
P000000571,000000000000000548,3,3
P000000822,000000000000000548,1,3
P000000576,000000000000000549,1,4
P000000757,000000000000000549,5,4
P000001688,000000000000000550,2,5
P000000190,000000000000000550,2,5
P000000653,000000000000000550,1,5
P000001350,000000000000000551,2,1
P000000624,000000000000000552,2,1
P000000150,000000000000000552,2,1
P000000744,000000000000000553,1,1
P000001082,000000000000000553,3,1
P000000156,000000000000000554,2,2
P000001655,000000000000000554,2,2
P000001395,000000000000000555,1,5
P000000807,000000000000000556,2,3
P000000983,000000000000000556,1,3
P000000811,000000000000000557,2,4
P000001137,000000000000000557,2,4
P000001204,000000000000000558,5,1
P000000375,000000000000000558,1,1
P000000747,000000000000000559,2,3
P000001492,000000000000000559,2,3
P000000894,000000000000000560,3,5
P000000059,000000000000000560,2,5
P000000300,000000000000000560,1,5
P000001441,000000000000000561,5,3
P000001847,000000000000000562,2,5
P000000175,000000000000000563,1,4
P000001447,000000000000000564,2,5
P000001638,000000000000000564,2,5
P000000261,000000000000000565,2,2
P000000730,000000000000000566,2,3
P000001692,000000000000000566,6,3
P000000713,000000000000000566,2,3
P000000230,000000000000000566,1,3
P000000985,000000000000000567,1,2
P000000429,000000000000000567,1,2
